DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	4q26	4	113447909		CAMK2D			ENSG00000145349			rs13117519-T	rs13117519	0	13117519	intron_variant	0	NR	3E-11	10.522878745280337				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	15q22.2	15	61705186		RORA - LINC02349	ENSG00000069667	ENSG00000259284		475884	7819	rs2251086-T	rs2251086	0	2251086	intergenic_variant	1	NR	5E-22	21.30102999566398				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	5q31.1	5	134763068		DDX46			ENSG00000145833			rs11956597-A	rs11956597	0	11956597	intron_variant	0	NR	8E-8	7.096910013008056				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	11p15.4	11	10511626		MIR4485 - RNF141	ENSG00000283813	ENSG00000110315		3300	47	rs4910150-T	rs4910150	0	4910150	regulatory_region_variant	1	NR	1E-11	11.0				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	11q14.1	11	83798730		DLG2			ENSG00000150672			rs6592142-T	rs6592142	0	6592142	intron_variant	0	NR	5E-12	11.301029995663981				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	11q25	11	133917106		IGSF9B			ENSG00000080854			rs3802920-T	rs3802920	0	3802920	intron_variant	0	NR	9E-20	19.045757490560675				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	12q12	12	40861076		CNTN1			ENSG00000018236			rs73273590-A	rs73273590	0	73273590	intron_variant	0	NR	9E-17	16.045757490560675				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	12q24.31	12	122638867		KNTC1 - HCAR2	ENSG00000184445	ENSG00000182782		12471	62426	rs34773022-A	rs34773022	0	34773022	intergenic_variant	1	NR	2E-9	8.698970004336019				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	12q24.31	12	122842051		HIP1R			ENSG00000130787			rs10847864-T	rs10847864	0	10847864	intron_variant	0	NR	2E-41	40.69897000433602				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	13q34	13	109810821		IRS2 - RN7SKP10	ENSG00000185950	ENSG00000201161		24238	104275	rs1078514-T	rs1078514	0	1078514	intergenic_variant	1	NR	2E-9	8.698970004336019				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	14q21.1	14	37539010		MIPOL1			ENSG00000151338			rs1956438-A	rs1956438	0	1956438	intron_variant	0	NR	2E-9	8.698970004336019				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	14q22.2	14	54882151		GCH1			ENSG00000131979			rs11158026-T	rs11158026	0	11158026	intron_variant	0	NR	3E-16	15.522878745280337				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	14q31.3	14	88021226		LINC01147			ENSG00000258826			rs1561758-C	rs1561758	0	1561758	intron_variant	0	NR	9E-10	9.045757490560675				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	16p11.2	16	30959620		SETD1A			ENSG00000099381			rs1870293-T	rs1870293	0	1870293	intron_variant	0	NR	4E-24	23.397940008672037				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	17q21.31	17	44376902		ITGA2B			ENSG00000005961			rs850731-T	rs850731	0	850731	intron_variant	0	NR	7E-10	9.154901959985743				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	17q21.31	17	45395141		ARHGAP27			ENSG00000159314			rs8327-A	rs8327	0	8327	3_prime_UTR_variant	0	NR	4E-11	10.397940008672037				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	17q21.31	17	45987897		MAPT			ENSG00000186868			rs713522-T	rs713522	0	713522	intron_variant	0	NR	1E-38	38.0				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	17q21.31	17	46723580		NSF			ENSG00000073969			rs199453-T	rs199453	0	199453	intron_variant	0	NR	1E-61	61.0				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	17q23.2	17	61840005		BRIP1			ENSG00000136492			rs61169879-T	rs61169879	0	61169879	intron_variant	0	NR	2E-10	9.698970004336019				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	18q12.1	18	33779450		ASXL3 - NOL4	ENSG00000141431	ENSG00000101746		28255	71650	rs8091977-T	rs8091977	0	8091977	intergenic_variant	1	NR	4E-9	8.397940008672037				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	19p13.3	19	2341049		SPPL2B			ENSG00000005206			rs55818311-T	rs55818311	0	55818311	3_prime_UTR_variant	0	NR	1E-9	9.0				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	20q11.21	20	31833121		MYLK2			ENSG00000101306			rs6060983-T	rs6060983	0	6060983	intron_variant	0	NR	4E-9	8.397940008672037				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	21q21.1	21	15440233		LINC02920 - CYCSP42	ENSG00000236471	ENSG00000224524		372396	50297	rs1736020-A	rs1736020	0	1736020	intron_variant	1	NR	1E-9	9.0				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2024-01-10	38155330	Kim JJ	2023-12-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38155330	Multi-ancestry genome-wide association meta-analysis of Parkinson's disease.	Parkinson's disease	57,893 European ancestry cases, 1,505,102 European ancestry controls, 7,046 East Asian ancestry cases, 176,756 East Asian ancestry controls, 2,440 Hispanic or Latin American cases, 582,220 Hispanic or Latin American controls, 288 African ancestry cases, 193,985 African ancestry controls	NA	21q22.13	21	37480059		DYRK1A			ENSG00000157540			rs2248244-A	rs2248244	0	2248244	intron_variant	0	NR	6E-10	9.221848749616356				NR [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90308590	Genome-wide genotyping array
2023-06-06	36348503	Real R	2022-11-09	Brain	www.ncbi.nlm.nih.gov/pubmed/36348503	Association between the LRP1B and APOE loci in the development of Parkinson's disease dementia.	Parkinson’s disease progression to dementia	3,923 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	2E-15	14.698970004336019		2.41	[1.94-3.0]	Illumina [6107418] (imputed)	N	dementia, Parkinson disease, disease progression measurement	http://purl.obolibrary.org/obo/MONDO_0001627, http://purl.obolibrary.org/obo/MONDO_0005180, http://www.ebi.ac.uk/efo/EFO_0008336	GCST90270129	Genome-wide genotyping array, Genome-wide sequencing
2023-06-06	36348503	Real R	2022-11-09	Brain	www.ncbi.nlm.nih.gov/pubmed/36348503	Association between the LRP1B and APOE loci in the development of Parkinson's disease dementia.	Parkinson’s disease progression to dementia	3,923 European ancestry individuals	NA	2q22.1	2	141242702		LRP1B			ENSG00000168702			rs80306347-C	rs80306347	0	80306347	intron_variant	0	NR	7E-9	8.154901959985743		3.23	[2.17-4.81]	Illumina [6107418] (imputed)	N	dementia, Parkinson disease, disease progression measurement	http://purl.obolibrary.org/obo/MONDO_0001627, http://purl.obolibrary.org/obo/MONDO_0005180, http://www.ebi.ac.uk/efo/EFO_0008336	GCST90270129	Genome-wide genotyping array, Genome-wide sequencing
2023-06-06	36348503	Real R	2022-11-09	Brain	www.ncbi.nlm.nih.gov/pubmed/36348503	Association between the LRP1B and APOE loci in the development of Parkinson's disease dementia.	Parkinson’s disease progression to dementia	3,923 European ancestry individuals	NA	7p14.3	7	33144410		BBS9			ENSG00000122507			rs78294974-A	rs78294974	0	78294974	intron_variant	0	NR	4E-8	7.3979400086720375		3.9	[2.4-6.32]	Illumina [6107418] (imputed)	N	dementia, Parkinson disease, disease progression measurement	http://purl.obolibrary.org/obo/MONDO_0001627, http://purl.obolibrary.org/obo/MONDO_0005180, http://www.ebi.ac.uk/efo/EFO_0008336	GCST90270129	Genome-wide genotyping array, Genome-wide sequencing
2017-04-20	28011712	Foo JN	2016-12-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28011712	Genome-wide association study of Parkinson's disease in East Asians.	Parkinson's disease	779 Han Chinese ancestry cases, 13,227 Han Chinese ancestry controls	5,125 Asian ancestry cases, 17,604 Asian ancestry controls	3q27.1	3	183037421	MCCC1, DCUN1D1, LAMP3	MCCC1			ENSG00000078070			rs2270968-G	rs2270968	0	2270968	missense_variant	0	0.338	3E-8	7.522878745280337		1.178	NR	Illumina [2402394] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST003922	Genome-wide genotyping array
2017-04-20	28011712	Foo JN	2016-12-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28011712	Genome-wide association study of Parkinson's disease in East Asians.	Parkinson's disease	779 Han Chinese ancestry cases, 13,227 Han Chinese ancestry controls	5,125 Asian ancestry cases, 17,604 Asian ancestry controls	4q22.1	4	89723303	SNCA, GPRIN3	SNCA			ENSG00000145335			rs8180209-?	rs8180209	0	8180209	intron_variant	0	NR	1E-32	32.0		1.41		Illumina [2402394] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST003922	Genome-wide genotyping array
2017-04-20	28011712	Foo JN	2016-12-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28011712	Genome-wide association study of Parkinson's disease in East Asians.	Parkinson's disease	779 Han Chinese ancestry cases, 13,227 Han Chinese ancestry controls	5,125 Asian ancestry cases, 17,604 Asian ancestry controls	12q12	12	40064582	LRRK2, SLC2A13, C12orf40	SLC2A13			ENSG00000151229			rs1384236-C	rs1384236	0	1384236	intron_variant	0	0.035	8E-12	11.096910013008056		1.551	NR	Illumina [2402394] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST003922	Genome-wide genotyping array
2017-04-20	28011712	Foo JN	2016-12-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28011712	Genome-wide association study of Parkinson's disease in East Asians.	Parkinson's disease	779 Han Chinese ancestry cases, 13,227 Han Chinese ancestry controls	5,125 Asian ancestry cases, 17,604 Asian ancestry controls	11q14.1	11	83792361	DLG2, LOC100130985, LOC100130066	DLG2			ENSG00000150672			rs7479949-?	rs7479949	0	7479949	intron_variant	0	NR	6E-8	7.221848749616356		1.16		Illumina [2402394] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST003922	Genome-wide genotyping array
2019-12-19	31701892	Nalls MA	2019-12-01	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/31701892	Identification of novel risk loci, causal insights, and heritable risk for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease or first degree relation to individual with Parkinson's disease	15,056 European ancestry cases, 18,618 European ancestry proxy cases, 449,056 European ancestry controls	22,632 European ancestry cases, 968,735 European ancestry controls	17p13.1	17	7452302	CHRNB1	CHRNB1			ENSG00000170175			rs12600861-A	rs12600861	0	12600861	intron_variant	0	0.6484	1E-8	8.0		0.0565	[0.037-0.076] unit decrease	NR [7784415] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST009325	Genome-wide genotyping array
2019-12-19	31701892	Nalls MA	2019-12-01	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/31701892	Identification of novel risk loci, causal insights, and heritable risk for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease or first degree relation to individual with Parkinson's disease	15,056 European ancestry cases, 18,618 European ancestry proxy cases, 449,056 European ancestry controls	22,632 European ancestry cases, 968,735 European ancestry controls	17q21.2	17	42588995	RETREG3	RETREG3			ENSG00000141699			rs12951632-T	rs12951632	0	12951632	intron_variant	0	0.7349	1E-9	9.0		0.0642	[0.043-0.085] unit increase	NR [7784415] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST009325	Genome-wide genotyping array
2019-12-19	31701892	Nalls MA	2019-12-01	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/31701892	Identification of novel risk loci, causal insights, and heritable risk for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease or first degree relation to individual with Parkinson's disease	15,056 European ancestry cases, 18,618 European ancestry proxy cases, 449,056 European ancestry controls	22,632 European ancestry cases, 968,735 European ancestry controls	17q21.31	17	44216969	UBTF	ATXN7L3-AS1, UBTF			ENSG00000267394, ENSG00000108312			rs2269906-A	rs2269906	0	2269906	intron_variant	0	0.6531	6E-10	9.221848749616356		0.0631	[0.043-0.083] unit increase	NR [7784415] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST009325	Genome-wide genotyping array
2019-12-19	31701892	Nalls MA	2019-12-01	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/31701892	Identification of novel risk loci, causal insights, and heritable risk for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease or first degree relation to individual with Parkinson's disease	15,056 European ancestry cases, 18,618 European ancestry proxy cases, 449,056 European ancestry controls	22,632 European ancestry cases, 968,735 European ancestry controls	17q21.31	17	44357262	FAM171A2	FAM171A2			ENSG00000161682			rs850738-A	rs850738	0	850738	intron_variant	0	0.6056	1E-11	11.0		0.071	[0.05-0.092] unit decrease	NR [7784415] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST009325	Genome-wide genotyping array
2019-12-19	31701892	Nalls MA	2019-12-01	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/31701892	Identification of novel risk loci, causal insights, and heritable risk for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease or first degree relation to individual with Parkinson's disease	15,056 European ancestry cases, 18,618 European ancestry proxy cases, 449,056 European ancestry controls	22,632 European ancestry cases, 968,735 European ancestry controls	17q21.31	17	45666837	CRHR1	LINC02210-CRHR1			ENSG00000263715			rs62053943-T	rs62053943	0	62053943	intron_variant	0	0.1552	4E-68	67.39794000867204		0.27	[0.24-0.3] unit decrease	NR [7784415] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST009325	Genome-wide genotyping array
2019-12-19	31701892	Nalls MA	2019-12-01	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/31701892	Identification of novel risk loci, causal insights, and heritable risk for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease or first degree relation to individual with Parkinson's disease	15,056 European ancestry cases, 18,618 European ancestry proxy cases, 449,056 European ancestry controls	22,632 European ancestry cases, 968,735 European ancestry controls	17q21.31	17	45720942	CRHR1	LINC02210-CRHR1			ENSG00000263715			rs117615688-A	rs117615688	0	117615688	intron_variant	0	0.067	7E-16	15.154901959985743		0.2324	[0.18-0.29] unit decrease	NR [7784415] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST009325	Genome-wide genotyping array
2019-12-19	31701892	Nalls MA	2019-12-01	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/31701892	Identification of novel risk loci, causal insights, and heritable risk for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease or first degree relation to individual with Parkinson's disease	15,056 European ancestry cases, 18,618 European ancestry proxy cases, 449,056 European ancestry controls	22,632 European ancestry cases, 968,735 European ancestry controls	17q21.31	17	46789439	WNT3	WNT3			ENSG00000108379			rs11658976-A	rs11658976	0	11658976	intron_variant	0	0.5802	4E-8	7.3979400086720375		0.0624	[0.04-0.085] unit decrease	NR [7784415] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST009325	Genome-wide genotyping array
